WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2024-06-22,Middle East,Yemen,Sanaa,Battles,Armed clash,1,0,3996.0,Political violence,3692.0,15.3931,44.4753
2024-06-29,Middle East,Yemen,Sanaa,Battles,Armed clash,3,0,18328.0,Political violence,3692.0,15.3931,44.4753
2024-07-20,Middle East,Yemen,Sanaa,Battles,Armed clash,2,0,64628.0,Political violence,3692.0,15.3931,44.4753
2024-09-21,Middle East,Yemen,Sanaa,Battles,Armed clash,1,0,14051.0,Political violence,3692.0,15.3931,44.4753
2024-10-19,Middle East,Yemen,Sanaa,Battles,Armed clash,1,7,14434.0,Political violence,3692.0,15.3931,44.4753
2024-12-21,Middle East,Yemen,Sanaa,Battles,Armed clash,1,0,10739.0,Political violence,3692.0,15.3931,44.4753
2025-05-17,Middle East,Yemen,Sanaa,Battles,Armed clash,1,0,13692.0,Political violence,3692.0,15.3931,44.4753
2025-05-24,Middle East,Yemen,Sanaa,Battles,Armed clash,1,0,5675.0,Political violence,3692.0,15.3931,44.4753
2025-05-31,Middle East,Yemen,Sanaa,Battles,Armed clash,1,0,6939.0,Political violence,3692.0,15.3931,44.4753
2025-09-13,Middle East,Yemen,Sanaa,Battles,Armed clash,1,8,10999.0,Political violence,3692.0,15.3931,44.4753
2025-09-27,Middle East,Yemen,Sanaa,Battles,Armed clash,1,3,12711.0,Political violence,3692.0,15.3931,44.4753
2025-10-18,Middle East,Yemen,Sanaa,Battles,Armed clash,3,2,10999.0,Political violence,3692.0,15.3931,44.4753
2025-12-13,Middle East,Yemen,Sanaa,Battles,Armed clash,4,0,2870.0,Political violence,3692.0,15.3931,44.4753
2026-01-31,Middle East,Yemen,Sanaa,Battles,Armed clash,1,2,10061.0,Political violence,3692.0,15.3931,44.4753
2026-02-21,Middle East,Yemen,Sanaa,Battles,Armed clash,2,3,13807.0,Political violence,3692.0,15.3931,44.4753
2026-03-07,Middle East,Yemen,Sanaa,Battles,Armed clash,1,1,10061.0,Political violence,3692.0,15.3931,44.4753
2026-03-28,Middle East,Yemen,Sanaa,Battles,Armed clash,1,3,1488.0,Political violence,3692.0,15.3931,44.4753
2024-01-06,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,2,1,32345.0,Political violence,3692.0,15.3931,44.4753
2024-01-20,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,1,0,33314.0,Political violence,3692.0,15.3931,44.4753
2024-02-03,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,2,0,41762.0,Political violence,3692.0,15.3931,44.4753
2024-02-24,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,4,0,82965.0,Political violence,3692.0,15.3931,44.4753
2024-03-16,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,1,0,292205.0,Political violence,3692.0,15.3931,44.4753
2024-05-25,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,1,0,5284.0,Political violence,3692.0,15.3931,44.4753
2024-08-24,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,1,0,30118.0,Political violence,3692.0,15.3931,44.4753
2024-10-12,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,1,0,2461.0,Political violence,3692.0,15.3931,44.4753
2024-11-09,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,2,0,40773.0,Political violence,3692.0,15.3931,44.4753
2024-12-14,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,1,0,17638.0,Political violence,3692.0,15.3931,44.4753
2024-12-21,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,2,0,50760.0,Political violence,3692.0,15.3931,44.4753
2025-01-04,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,4,0,59830.0,Political violence,3692.0,15.3931,44.4753
2025-01-18,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,1,0,1436.0,Political violence,3692.0,15.3931,44.4753
2025-03-15,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,6,8,135526.0,Political violence,3692.0,15.3931,44.4753
2025-03-22,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,11,2,121734.0,Political violence,3692.0,15.3931,44.4753
2025-03-29,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,8,3,81755.0,Political violence,3692.0,15.3931,44.4753
2025-04-05,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,15,0,138699.0,Political violence,3692.0,15.3931,44.4753
2025-04-12,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,9,7,129832.0,Political violence,3692.0,15.3931,44.4753
2025-04-19,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,16,4,140757.0,Political violence,3692.0,15.3931,44.4753
2025-04-26,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,13,4,153491.0,Political violence,3692.0,15.3931,44.4753
2025-05-03,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,9,1,145690.0,Political violence,3692.0,15.3931,44.4753
2025-08-23,Middle East,Yemen,Sanaa,Explosions/Remote violence,Air/drone strike,2,5,45913.0,Political violence,3692.0,15.3931,44.4753
2024-05-18,Middle East,Yemen,Sanaa,Explosions/Remote violence,Remote explosive/landmine/IED,5,3,44755.0,Political violence,3692.0,15.3931,44.4753
2024-06-01,Middle East,Yemen,Sanaa,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,2979.0,Political violence,3692.0,15.3931,44.4753
2024-07-20,Middle East,Yemen,Sanaa,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,3651.0,Political violence,3692.0,15.3931,44.4753
2024-07-27,Middle East,Yemen,Sanaa,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,19771.0,Political violence,3692.0,15.3931,44.4753
2024-08-24,Middle East,Yemen,Sanaa,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,6817.0,Political violence,3692.0,15.3931,44.4753
2024-11-16,Middle East,Yemen,Sanaa,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,329.0,Political violence,3692.0,15.3931,44.4753
2025-01-25,Middle East,Yemen,Sanaa,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,3367.0,Political violence,3692.0,15.3931,44.4753
2025-02-01,Middle East,Yemen,Sanaa,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,84.0,Political violence,3692.0,15.3931,44.4753
2025-05-17,Middle East,Yemen,Sanaa,Explosions/Remote violence,Remote explosive/landmine/IED,1,50,15091.0,Political violence,3692.0,15.3931,44.4753
2025-08-09,Middle East,Yemen,Sanaa,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,19970.0,Political violence,3692.0,15.3931,44.4753
2025-11-22,Middle East,Yemen,Sanaa,Explosions/Remote violence,Remote explosive/landmine/IED,2,2,,Political violence,3692.0,15.3931,44.4753
2025-08-16,Middle East,Yemen,Sanaa,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,15733.0,Political violence,3692.0,15.3931,44.4753
2025-05-24,Middle East,Yemen,Sanaa,Protests,Excessive force against protesters,1,0,1324.0,Political violence; Demonstrations,3692.0,15.3931,44.4753
2023-10-07,Middle East,Yemen,Sanaa,Protests,Peaceful protest,11,0,55602.0,Demonstrations,3692.0,15.3931,44.4753
2023-10-14,Middle East,Yemen,Sanaa,Protests,Peaceful protest,16,0,64898.0,Demonstrations,3692.0,15.3931,44.4753
2023-10-21,Middle East,Yemen,Sanaa,Protests,Peaceful protest,13,0,29990.0,Demonstrations,3692.0,15.3931,44.4753
2023-10-28,Middle East,Yemen,Sanaa,Protests,Peaceful protest,14,0,73692.0,Demonstrations,3692.0,15.3931,44.4753
2023-11-04,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,3676.0,Demonstrations,3692.0,15.3931,44.4753
2023-11-11,Middle East,Yemen,Sanaa,Protests,Peaceful protest,4,0,6754.0,Demonstrations,3692.0,15.3931,44.4753
2023-11-18,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,9660.0,Demonstrations,3692.0,15.3931,44.4753
2023-11-25,Middle East,Yemen,Sanaa,Protests,Peaceful protest,1,0,36440.0,Demonstrations,3692.0,15.3931,44.4753
2023-12-30,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,7713.0,Demonstrations,3692.0,15.3931,44.4753
2024-01-06,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,4770.0,Demonstrations,3692.0,15.3931,44.4753
2024-01-13,Middle East,Yemen,Sanaa,Protests,Peaceful protest,6,0,52440.0,Demonstrations,3692.0,15.3931,44.4753
2024-01-20,Middle East,Yemen,Sanaa,Protests,Peaceful protest,7,0,19443.0,Demonstrations,3692.0,15.3931,44.4753
2024-01-27,Middle East,Yemen,Sanaa,Protests,Peaceful protest,4,0,7309.0,Demonstrations,3692.0,15.3931,44.4753
2024-02-03,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,38387.0,Demonstrations,3692.0,15.3931,44.4753
2024-02-10,Middle East,Yemen,Sanaa,Protests,Peaceful protest,1,0,1008.0,Demonstrations,3692.0,15.3931,44.4753
2024-02-17,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,1008.0,Demonstrations,3692.0,15.3931,44.4753
2024-02-24,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,306.0,Demonstrations,3692.0,15.3931,44.4753
2024-03-02,Middle East,Yemen,Sanaa,Protests,Peaceful protest,5,0,15890.0,Demonstrations,3692.0,15.3931,44.4753
2024-03-09,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,2375.0,Demonstrations,3692.0,15.3931,44.4753
2024-03-16,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,2173.0,Demonstrations,3692.0,15.3931,44.4753
2024-03-23,Middle East,Yemen,Sanaa,Protests,Peaceful protest,6,0,68664.0,Demonstrations,3692.0,15.3931,44.4753
2024-03-30,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,2375.0,Demonstrations,3692.0,15.3931,44.4753
2024-04-06,Middle East,Yemen,Sanaa,Protests,Peaceful protest,1,0,4575.0,Demonstrations,3692.0,15.3931,44.4753
2024-04-13,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,2614.0,Demonstrations,3692.0,15.3931,44.4753
2024-04-20,Middle East,Yemen,Sanaa,Protests,Peaceful protest,3,0,16820.0,Demonstrations,3692.0,15.3931,44.4753
2024-05-04,Middle East,Yemen,Sanaa,Protests,Peaceful protest,3,0,18900.0,Demonstrations,3692.0,15.3931,44.4753
2024-05-11,Middle East,Yemen,Sanaa,Protests,Peaceful protest,14,0,128536.0,Demonstrations,3692.0,15.3931,44.4753
2024-05-18,Middle East,Yemen,Sanaa,Protests,Peaceful protest,1,0,38.0,Demonstrations,3692.0,15.3931,44.4753
2024-05-25,Middle East,Yemen,Sanaa,Protests,Peaceful protest,3,0,15258.0,Demonstrations,3692.0,15.3931,44.4753
2024-06-01,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,6079.0,Demonstrations,3692.0,15.3931,44.4753
2024-07-06,Middle East,Yemen,Sanaa,Protests,Peaceful protest,1,0,29806.0,Demonstrations,3692.0,15.3931,44.4753
2024-07-13,Middle East,Yemen,Sanaa,Protests,Peaceful protest,4,0,15621.0,Demonstrations,3692.0,15.3931,44.4753
2024-07-20,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,1803.0,Demonstrations,3692.0,15.3931,44.4753
2024-07-27,Middle East,Yemen,Sanaa,Protests,Peaceful protest,14,0,68023.0,Demonstrations,3692.0,15.3931,44.4753
2024-08-03,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,1824.0,Demonstrations,3692.0,15.3931,44.4753
2024-09-07,Middle East,Yemen,Sanaa,Protests,Peaceful protest,6,0,7380.0,Demonstrations,3692.0,15.3931,44.4753
2024-09-21,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,35345.0,Demonstrations,3692.0,15.3931,44.4753
2024-09-28,Middle East,Yemen,Sanaa,Protests,Peaceful protest,18,0,78192.0,Demonstrations,3692.0,15.3931,44.4753
2024-10-05,Middle East,Yemen,Sanaa,Protests,Peaceful protest,25,0,80783.0,Demonstrations,3692.0,15.3931,44.4753
2024-10-12,Middle East,Yemen,Sanaa,Protests,Peaceful protest,7,0,9421.0,Demonstrations,3692.0,15.3931,44.4753
2024-10-19,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,38528.0,Demonstrations,3692.0,15.3931,44.4753
2024-10-26,Middle East,Yemen,Sanaa,Protests,Peaceful protest,1,0,34337.0,Demonstrations,3692.0,15.3931,44.4753
2024-11-02,Middle East,Yemen,Sanaa,Protests,Peaceful protest,4,0,44602.0,Demonstrations,3692.0,15.3931,44.4753
2024-11-16,Middle East,Yemen,Sanaa,Protests,Peaceful protest,20,0,92661.0,Demonstrations,3692.0,15.3931,44.4753
2024-11-23,Middle East,Yemen,Sanaa,Protests,Peaceful protest,17,0,100503.0,Demonstrations,3692.0,15.3931,44.4753
2024-11-30,Middle East,Yemen,Sanaa,Protests,Peaceful protest,22,0,93022.0,Demonstrations,3692.0,15.3931,44.4753
2024-12-07,Middle East,Yemen,Sanaa,Protests,Peaceful protest,8,0,50279.0,Demonstrations,3692.0,15.3931,44.4753
2024-12-14,Middle East,Yemen,Sanaa,Protests,Peaceful protest,7,0,69893.0,Demonstrations,3692.0,15.3931,44.4753
2024-12-21,Middle East,Yemen,Sanaa,Protests,Peaceful protest,9,0,75070.0,Demonstrations,3692.0,15.3931,44.4753
2024-12-28,Middle East,Yemen,Sanaa,Protests,Peaceful protest,12,0,62769.0,Demonstrations,3692.0,15.3931,44.4753
2025-01-04,Middle East,Yemen,Sanaa,Protests,Peaceful protest,19,0,17358.0,Demonstrations,3692.0,15.3931,44.4753
2025-01-11,Middle East,Yemen,Sanaa,Protests,Peaceful protest,4,0,55820.0,Demonstrations,3692.0,15.3931,44.4753
2025-01-25,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,10686.0,Demonstrations,3692.0,15.3931,44.4753
2025-02-01,Middle East,Yemen,Sanaa,Protests,Peaceful protest,1,0,1045.0,Demonstrations,3692.0,15.3931,44.4753
2025-02-08,Middle East,Yemen,Sanaa,Protests,Peaceful protest,1,0,1045.0,Demonstrations,3692.0,15.3931,44.4753
2025-03-08,Middle East,Yemen,Sanaa,Protests,Peaceful protest,4,0,3049.0,Demonstrations,3692.0,15.3931,44.4753
2025-03-15,Middle East,Yemen,Sanaa,Protests,Peaceful protest,1,0,12871.0,Demonstrations,3692.0,15.3931,44.4753
2025-03-22,Middle East,Yemen,Sanaa,Protests,Peaceful protest,1,0,,Demonstrations,3692.0,15.3931,44.4753
2025-03-29,Middle East,Yemen,Sanaa,Protests,Peaceful protest,10,0,65331.0,Demonstrations,3692.0,15.3931,44.4753
2025-04-05,Middle East,Yemen,Sanaa,Protests,Peaceful protest,5,0,53751.0,Demonstrations,3692.0,15.3931,44.4753
2025-04-12,Middle East,Yemen,Sanaa,Protests,Peaceful protest,5,0,57947.0,Demonstrations,3692.0,15.3931,44.4753
2025-04-19,Middle East,Yemen,Sanaa,Protests,Peaceful protest,5,0,56669.0,Demonstrations,3692.0,15.3931,44.4753
2025-04-26,Middle East,Yemen,Sanaa,Protests,Peaceful protest,7,0,48037.0,Demonstrations,3692.0,15.3931,44.4753
2025-05-03,Middle East,Yemen,Sanaa,Protests,Peaceful protest,5,0,47698.0,Demonstrations,3692.0,15.3931,44.4753
2025-05-10,Middle East,Yemen,Sanaa,Protests,Peaceful protest,4,0,46954.0,Demonstrations,3692.0,15.3931,44.4753
2025-05-17,Middle East,Yemen,Sanaa,Protests,Peaceful protest,74,0,145716.0,Demonstrations,3692.0,15.3931,44.4753
2025-05-24,Middle East,Yemen,Sanaa,Protests,Peaceful protest,32,0,76794.0,Demonstrations,3692.0,15.3931,44.4753
2025-05-31,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,4102.0,Demonstrations,3692.0,15.3931,44.4753
2025-06-14,Middle East,Yemen,Sanaa,Protests,Peaceful protest,8,0,86215.0,Demonstrations,3692.0,15.3931,44.4753
2025-06-21,Middle East,Yemen,Sanaa,Protests,Peaceful protest,6,0,49222.0,Demonstrations,3692.0,15.3931,44.4753
2025-06-28,Middle East,Yemen,Sanaa,Protests,Peaceful protest,7,0,48543.0,Demonstrations,3692.0,15.3931,44.4753
2025-07-05,Middle East,Yemen,Sanaa,Protests,Peaceful protest,4,0,46954.0,Demonstrations,3692.0,15.3931,44.4753
2025-07-12,Middle East,Yemen,Sanaa,Protests,Peaceful protest,5,0,59825.0,Demonstrations,3692.0,15.3931,44.4753
2025-07-19,Middle East,Yemen,Sanaa,Protests,Peaceful protest,8,0,47999.0,Demonstrations,3692.0,15.3931,44.4753
2025-07-26,Middle East,Yemen,Sanaa,Protests,Peaceful protest,6,0,61345.0,Demonstrations,3692.0,15.3931,44.4753
2025-08-02,Middle East,Yemen,Sanaa,Protests,Peaceful protest,25,0,95254.0,Demonstrations,3692.0,15.3931,44.4753
2025-08-09,Middle East,Yemen,Sanaa,Protests,Peaceful protest,20,0,113561.0,Demonstrations,3692.0,15.3931,44.4753
2025-08-16,Middle East,Yemen,Sanaa,Protests,Peaceful protest,7,0,60762.0,Demonstrations,3692.0,15.3931,44.4753
2025-08-23,Middle East,Yemen,Sanaa,Protests,Peaceful protest,6,0,50191.0,Demonstrations,3692.0,15.3931,44.4753
2025-08-30,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,15101.0,Demonstrations,3692.0,15.3931,44.4753
2025-09-06,Middle East,Yemen,Sanaa,Protests,Peaceful protest,7,0,62005.0,Demonstrations,3692.0,15.3931,44.4753
2025-09-13,Middle East,Yemen,Sanaa,Protests,Peaceful protest,6,0,47785.0,Demonstrations,3692.0,15.3931,44.4753
2025-09-20,Middle East,Yemen,Sanaa,Protests,Peaceful protest,14,0,98131.0,Demonstrations,3692.0,15.3931,44.4753
2025-09-27,Middle East,Yemen,Sanaa,Protests,Peaceful protest,6,0,61444.0,Demonstrations,3692.0,15.3931,44.4753
2025-10-04,Middle East,Yemen,Sanaa,Protests,Peaceful protest,9,0,63540.0,Demonstrations,3692.0,15.3931,44.4753
2025-10-11,Middle East,Yemen,Sanaa,Protests,Peaceful protest,11,0,62489.0,Demonstrations,3692.0,15.3931,44.4753
2025-10-18,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,14490.0,Demonstrations,3692.0,15.3931,44.4753
2025-11-01,Middle East,Yemen,Sanaa,Protests,Peaceful protest,5,0,7234.0,Demonstrations,3692.0,15.3931,44.4753
2025-11-08,Middle East,Yemen,Sanaa,Protests,Peaceful protest,6,0,44890.0,Demonstrations,3692.0,15.3931,44.4753
2025-12-06,Middle East,Yemen,Sanaa,Protests,Peaceful protest,8,0,23735.0,Demonstrations,3692.0,15.3931,44.4753
2025-12-13,Middle East,Yemen,Sanaa,Protests,Peaceful protest,21,0,107702.0,Demonstrations,3692.0,15.3931,44.4753
2025-12-20,Middle East,Yemen,Sanaa,Protests,Peaceful protest,11,0,51584.0,Demonstrations,3692.0,15.3931,44.4753
2025-12-27,Middle East,Yemen,Sanaa,Protests,Peaceful protest,9,0,28180.0,Demonstrations,3692.0,15.3931,44.4753
2026-01-03,Middle East,Yemen,Sanaa,Protests,Peaceful protest,5,0,13436.0,Demonstrations,3692.0,15.3931,44.4753
2026-01-10,Middle East,Yemen,Sanaa,Protests,Peaceful protest,3,0,48840.0,Demonstrations,3692.0,15.3931,44.4753
2026-01-17,Middle East,Yemen,Sanaa,Protests,Peaceful protest,2,0,47719.0,Demonstrations,3692.0,15.3931,44.4753
2026-02-28,Middle East,Yemen,Sanaa,Protests,Peaceful protest,10,0,49426.0,Demonstrations,3692.0,15.3931,44.4753
2026-03-07,Middle East,Yemen,Sanaa,Protests,Peaceful protest,5,0,48305.0,Demonstrations,3692.0,15.3931,44.4753
2026-03-21,Middle East,Yemen,Sanaa,Protests,Peaceful protest,4,0,48305.0,Demonstrations,3692.0,15.3931,44.4753
2026-03-28,Middle East,Yemen,Sanaa,Protests,Peaceful protest,5,0,49387.0,Demonstrations,3692.0,15.3931,44.4753
2026-04-11,Middle East,Yemen,Sanaa,Protests,Peaceful protest,6,0,49387.0,Demonstrations,3692.0,15.3931,44.4753
2026-04-18,Middle East,Yemen,Sanaa,Protests,Peaceful protest,1,0,1082.0,Demonstrations,3692.0,15.3931,44.4753
2024-11-09,Middle East,Yemen,Sanaa,Protests,Protest with intervention,1,0,855.0,Demonstrations,3692.0,15.3931,44.4753
2024-08-17,Middle East,Yemen,Sanaa,Riots,Mob violence,1,1,33209.0,Political violence,3692.0,15.3931,44.4753
2025-06-21,Middle East,Yemen,Sanaa,Strategic developments,Arrests,1,0,,Strategic developments,3692.0,15.3931,44.4753
2024-11-23,Middle East,Yemen,Sanaa,Strategic developments,Change to group/activity,1,0,,Strategic developments,3692.0,15.3931,44.4753
2025-01-18,Middle East,Yemen,Sanaa,Strategic developments,Change to group/activity,3,0,,Strategic developments,3692.0,15.3931,44.4753
2025-02-01,Middle East,Yemen,Sanaa,Strategic developments,Change to group/activity,2,0,,Strategic developments,3692.0,15.3931,44.4753
2025-06-28,Middle East,Yemen,Sanaa,Strategic developments,Change to group/activity,1,0,,Strategic developments,3692.0,15.3931,44.4753
2025-08-23,Middle East,Yemen,Sanaa,Strategic developments,Change to group/activity,5,0,,Strategic developments,3692.0,15.3931,44.4753
2025-09-20,Middle East,Yemen,Sanaa,Strategic developments,Change to group/activity,1,0,,Strategic developments,3692.0,15.3931,44.4753
2025-11-29,Middle East,Yemen,Sanaa,Strategic developments,Change to group/activity,9,0,,Strategic developments,3692.0,15.3931,44.4753
2026-02-14,Middle East,Yemen,Sanaa,Strategic developments,Change to group/activity,1,0,,Strategic developments,3692.0,15.3931,44.4753
2026-03-07,Middle East,Yemen,Sanaa,Strategic developments,Change to group/activity,5,0,,Strategic developments,3692.0,15.3931,44.4753
2023-11-25,Middle East,Yemen,Sanaa,Strategic developments,Disrupted weapons use,1,6,,Strategic developments,3692.0,15.3931,44.4753
2024-03-16,Middle East,Yemen,Sanaa,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,3692.0,15.3931,44.4753
2024-12-14,Middle East,Yemen,Sanaa,Strategic developments,Disrupted weapons use,1,12,,Strategic developments,3692.0,15.3931,44.4753
2023-10-07,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,2,0,,Strategic developments,3692.0,15.3931,44.4753
2023-11-11,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3692.0,15.3931,44.4753
2024-04-13,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,4,0,,Strategic developments,3692.0,15.3931,44.4753
2024-05-18,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3692.0,15.3931,44.4753
2024-06-08,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3692.0,15.3931,44.4753
2024-07-27,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,2,0,,Strategic developments,3692.0,15.3931,44.4753
2024-08-03,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3692.0,15.3931,44.4753
2024-12-07,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3692.0,15.3931,44.4753
2025-02-01,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3692.0,15.3931,44.4753
2025-02-15,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3692.0,15.3931,44.4753
2025-02-22,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3692.0,15.3931,44.4753
2025-10-18,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,3,0,,Strategic developments,3692.0,15.3931,44.4753
2025-11-01,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3692.0,15.3931,44.4753
2026-01-24,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3692.0,15.3931,44.4753
2026-03-14,Middle East,Yemen,Sanaa,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3692.0,15.3931,44.4753
2024-07-13,Middle East,Yemen,Sanaa,Strategic developments,Other,1,0,,Strategic developments,3692.0,15.3931,44.4753
2024-10-05,Middle East,Yemen,Sanaa,Strategic developments,Other,1,0,,Strategic developments,3692.0,15.3931,44.4753
2024-10-12,Middle East,Yemen,Sanaa,Strategic developments,Other,2,0,,Strategic developments,3692.0,15.3931,44.4753
2024-11-02,Middle East,Yemen,Sanaa,Strategic developments,Other,1,0,,Strategic developments,3692.0,15.3931,44.4753
2024-11-16,Middle East,Yemen,Sanaa,Strategic developments,Other,1,0,,Strategic developments,3692.0,15.3931,44.4753
2025-05-31,Middle East,Yemen,Sanaa,Strategic developments,Other,1,0,,Strategic developments,3692.0,15.3931,44.4753
2025-10-04,Middle East,Yemen,Sanaa,Strategic developments,Other,1,0,,Strategic developments,3692.0,15.3931,44.4753
2025-10-18,Middle East,Yemen,Sanaa,Strategic developments,Other,1,0,,Strategic developments,3692.0,15.3931,44.4753
2026-02-07,Middle East,Yemen,Sanaa,Strategic developments,Other,1,0,,Strategic developments,3692.0,15.3931,44.4753
2026-03-07,Middle East,Yemen,Sanaa,Strategic developments,Other,2,0,,Strategic developments,3692.0,15.3931,44.4753
2026-03-14,Middle East,Yemen,Sanaa,Strategic developments,Other,1,0,,Strategic developments,3692.0,15.3931,44.4753
2026-04-04,Middle East,Yemen,Sanaa,Strategic developments,Other,1,0,,Strategic developments,3692.0,15.3931,44.4753
2023-10-21,Middle East,Yemen,Sanaa,Violence against civilians,Abduction/forced disappearance,1,0,1772.0,Political violence,3692.0,15.3931,44.4753
2023-12-30,Middle East,Yemen,Sanaa,Violence against civilians,Abduction/forced disappearance,2,0,4823.0,Political violence,3692.0,15.3931,44.4753
2024-03-02,Middle East,Yemen,Sanaa,Violence against civilians,Abduction/forced disappearance,2,0,5047.0,Political violence,3692.0,15.3931,44.4753
2024-09-21,Middle East,Yemen,Sanaa,Violence against civilians,Abduction/forced disappearance,1,0,70492.0,Political violence,3692.0,15.3931,44.4753
2025-01-11,Middle East,Yemen,Sanaa,Violence against civilians,Abduction/forced disappearance,3,0,9543.0,Political violence,3692.0,15.3931,44.4753
2025-01-25,Middle East,Yemen,Sanaa,Violence against civilians,Abduction/forced disappearance,1,0,2734.0,Political violence,3692.0,15.3931,44.4753
2025-04-12,Middle East,Yemen,Sanaa,Violence against civilians,Abduction/forced disappearance,3,0,23156.0,Political violence,3692.0,15.3931,44.4753
2025-05-24,Middle East,Yemen,Sanaa,Violence against civilians,Abduction/forced disappearance,1,0,2086.0,Political violence,3692.0,15.3931,44.4753
2025-08-09,Middle East,Yemen,Sanaa,Violence against civilians,Abduction/forced disappearance,1,0,4425.0,Political violence,3692.0,15.3931,44.4753
2025-09-13,Middle East,Yemen,Sanaa,Violence against civilians,Abduction/forced disappearance,1,0,6919.0,Political violence,3692.0,15.3931,44.4753
2025-09-20,Middle East,Yemen,Sanaa,Violence against civilians,Abduction/forced disappearance,6,0,40569.0,Political violence,3692.0,15.3931,44.4753
2025-09-27,Middle East,Yemen,Sanaa,Violence against civilians,Abduction/forced disappearance,1,0,1497.0,Political violence,3692.0,15.3931,44.4753
